QID,Question_Text,Source_Sheet
AR_MOTIV_02,"Has work been redesigned to ensure AI automates repetitive/administrative tasks while preserving meaningful work components (problem-solving, creativity, judgment, learning opportunities) that sustain intrinsic motivation?",Human Factors
AR_MOTIV_03,"Do employees retain meaningful decision-making authority and autonomy in their roles with AI providing recommendations rather than mandates, and override mechanisms available without penalty?",Human Factors
AR_MOTIV_04,"Are individual employee quality metrics tracked post-AI deployment to detect degradation in work standards, personal error rates, or quality pride indicating over-reliance on AI error-catching?",Human Factors
AR_MOTIV_05,"Does your organization track employee initiative indicators (improvement suggestions, proactive problem-solving, self-directed projects) to detect decline in self-motivation after AI deployment?",Human Factors
AR_MOTIV_06,"Has your organization redefined professional roles and career paths to articulate continuing value and expertise areas for employees working alongside AI, preventing professional identity crisis?",Human Factors
AR_MOTIV_07,"Are creative and analytical contribution metrics tracked to detect reduced original thinking, with monitoring of AI suggestion acceptance rates indicating over-reliance on AI-generated content?",Human Factors
AR_MOTIV_08,"Has your organization maintained skill development and learning opportunities beyond AI capabilities, ensuring employees have access to challenging work enabling professional growth and mastery?",Human Factors
AR_MOTIV_09,"Does your organization analyze voluntary turnover and exit interview data specifically for AI-related motivation factors (work meaninglessness, lack of autonomy, reduced challenge) among employees using AI systems?",Human Factors
AR_MOTIV_10,"Has your organization established intervention thresholds and protocols (work redesign, AI adjustment, role modification, additional autonomy) triggered when employee motivation or engagement indicators decline?",Human Factors
AR_DEPR_01,"Has your organization conducted baseline mental health screening using clinically validated instruments (PHQ-9, GAD-7) with appropriate clinical oversight and confidentiality protections before deploying AI systems affecting employees or users?",Human Factors
AR_DEPR_02,"Does your organization monitor depression risk factors (social isolation, chronic stress, sleep disruption, performance pressure) in populations exposed to AI systems with thresholds triggering clinical referral?",Human Factors
AR_DEPR_03,"Are professional mental health resources (licensed therapists, EAP, crisis support) immediately accessible to employees or users if AI-related depression symptoms are identified or reported?",Human Factors
AR_DEPR_04,"Have AI algorithms been evaluated and modified to prevent amplification of depressive content, social comparison, or engagement patterns known to worsen mental health in vulnerable populations?",Human Factors
AR_DEPR_05,Does your organization have crisis intervention protocols requiring immediate licensed clinical review and potential emergency services contact when AI systems detect severe depression symptoms or suicidal ideation?,Human Factors
AR_DEPEND_01,Has your organization measured baseline employee self-efficacy and decision-making confidence before AI deployment using validated instruments to detect dependency development over time?,Human Factors
AR_DEPEND_02,"Are manual fallback procedures documented, tested, and practiced regularly to ensure operational continuity when AI systems are unavailable, with employees maintaining capability to function without AI assistance?",Human Factors
AR_DEPEND_03,"Does your organization monitor dependency indicators (decision paralysis, excessive AI consultation for trivial matters, anxiety without AI, refusal to act without AI validation) with thresholds triggering intervention?",Human Factors
AR_DEPEND_04,"Are mandatory AI-free periods or tasks implemented requiring employees to make decisions and complete work without AI assistance, maintaining independent judgment capability and organizational resilience?",Human Factors
AR_DEPEND_05,"Has your organization established intervention protocols (confidence rebuilding, gradual AI reduction, professional support) triggered when employee dependency indicators exceed healthy thresholds?",Human Factors
AR_HIRE_01,"Have job descriptions been redesigned based on AI impact assessments identifying which traditional tasks will be automated, with updated requirements emphasizing human-essential skills and AI collaboration capabilities?",Organizational Disruption
AR_HIRE_02,"Have candidate assessment methods been updated to evaluate AI-era competencies (judgment under AI assistance, prompt engineering, human-AI workflow management) rather than skills AI will automate?",Organizational Disruption
