QID,Option_Order,Answer_Option
AR_ROI_07,3,No - Job impact not assessed
AR_ROI_07,4,Not Applicable
AR_ROI_08,1,Yes - Executive sponsor owns P&L and committed to reviews
AR_ROI_08,2,Partial - Sponsor identified but no P&L ownership
AR_ROI_08,3,No - No executive sponsor assigned
AR_ROI_08,4,Not Applicable
AR_ROI_09,1,Yes - Stage-gates with kill criteria and thresholds documented
AR_ROI_09,2,Partial - Informal checkpoints but no formal criteria
AR_ROI_09,3,No - No project cancellation criteria defined
AR_ROI_09,4,Not Applicable
AR_ROI_10,1,High (75-100% labeled to quality standards)
AR_ROI_10,2,Moderate (40-74% labeled)
AR_ROI_10,3,Low (0-39% labeled)
AR_ROI_10,4,Not Applicable - Unsupervised learning
AR_ROI_11,1,Yes - Per-inference cost calculated with circuit breakers configured
AR_ROI_11,2,Partial - Costs estimated but no budget controls
AR_ROI_11,3,No - Production costs not estimated
AR_ROI_11,4,Not Applicable
AR_ROI_12,1,Yes - Alternatives evaluated with documented cost comparison
AR_ROI_12,2,Partial - Informal assessment but no documentation
AR_ROI_12,3,No - AI selected without alternative evaluation
AR_ROI_12,4,Not Applicable
AR_ROI_13,1,Yes - Multi-year retraining budget allocated ($X annually)
AR_ROI_13,2,Partial - Year 1 budget only or informal allocation
AR_ROI_13,3,No - No retraining budget beyond initial build
AR_ROI_13,4,Not Applicable
AR_ROI_14,1,Yes - 9-18 month timeline with leadership alignment
AR_ROI_14,2,Partial - 6-9 month expectation with contingency
AR_ROI_14,3,No - Expecting ROI in under 6 months
AR_ROI_14,4,Not Applicable
AR_ROI_15,1,Yes - 3-year pricing locked with exit provisions and portability
AR_ROI_15,2,Partial - Year 1 pricing confirmed only
AR_ROI_15,3,No - No contract terms negotiated
AR_ROI_15,4,Not Applicable
AR_ROI_16,1,Yes - All integrations identified with costs/timelines per system
AR_ROI_16,2,Partial - Integration points identified but costs not estimated
AR_ROI_16,3,No - Integration complexity not assessed
AR_ROI_16,4,Not Applicable
AR_ROI_17,1,High (25-40% of budget for adoption)
AR_ROI_17,2,Moderate (15-24% of budget)
AR_ROI_17,3,Low (0-14% of budget)
AR_ROI_17,4,Not Applicable
AR_ROI_18,1,Yes - Quantified competitive threat with market impact data
AR_ROI_18,2,Partial - Qualitative competitive pressure identified
AR_ROI_18,3,No - Innovation-driven without competitive validation
AR_ROI_18,4,Not Applicable
AR_ROI_19,1,Yes - MVP scope frozen with exclusion list and change control
AR_ROI_19,2,Partial - MVP defined but no formal scope control
AR_ROI_19,3,No - Open-ended scope or multi-use case start
AR_ROI_19,4,Not Applicable
AR_ROI_20,1,Yes - Gap assessed with hiring plan and budget for talent
AR_ROI_20,2,Partial - Skills identified but hiring feasibility unvalidated
AR_ROI_20,3,No - Assuming existing team has capability
AR_ROI_20,4,Not Applicable
AR_ROI_21,1,Yes - Opportunity cost quantified and included in ROI analysis
AR_ROI_21,2,Partial - Resource allocation documented but cost not assessed
AR_ROI_21,3,No - Opportunity cost not considered
AR_ROI_21,4,Not Applicable
AR_ROI_22,1,Yes - Clear criteria with production scaling costs estimated
AR_ROI_22,2,Partial - POC metrics defined but scaling costs unknown
AR_ROI_22,3,No - POC without defined success criteria
AR_ROI_22,4,Not Applicable
AR_ROI_23,1,Yes - Automated ROI dashboards with monthly reporting and owner
AR_ROI_23,2,Partial - Manual reporting planned but no automation
AR_ROI_23,3,No - No post-deployment ROI tracking defined
AR_ROI_23,4,Not Applicable
AR_ROI_24,1,Yes - Legal clearance obtained for all data sources
AR_ROI_24,2,Partial - Some data approved but gaps exist
AR_ROI_24,3,No - Legal review not conducted
AR_ROI_24,4,Not Applicable
AR_ROI_25,1,Yes - 30-50% contingency with identified funding source
AR_ROI_25,2,Partial - 10-20% contingency allocated
AR_ROI_25,3,No - No contingency or under 10%
AR_ROI_25,4,Not Applicable
AR_PSYCH_01,1,Yes - Wellbeing metrics tracked with documented conflict resolution process
AR_PSYCH_01,2,Partial - Wellbeing considered informally but not in optimization
AR_PSYCH_01,3,No - AI optimizes solely for business metrics
AR_PSYCH_01,4,Not Applicable
AR_PSYCH_02,1,Yes - Vulnerable user detection with differential protections implemented
AR_PSYCH_02,2,Partial - Age gates exist but no enhanced protections
AR_PSYCH_02,3,No - No vulnerable population safeguards
AR_PSYCH_02,4,Not Applicable
AR_PSYCH_03,1,Yes - All experiments reviewed with documented manipulation criteria
AR_PSYCH_03,2,Partial - High-risk experiments reviewed but no systematic process
AR_PSYCH_03,3,No - No ethics review of A/B tests
AR_PSYCH_03,4,Not Applicable
AR_PSYCH_04,1,Yes - Wellbeing metrics monitored with intervention thresholds
AR_PSYCH_04,2,Partial - User feedback collected but no systematic wellbeing tracking
AR_PSYCH_04,3,No - No psychological impact monitoring
AR_PSYCH_04,4,Not Applicable
AR_PSYCH_05,1,Yes - Clear disclosure with opt-out and influence explanations
AR_PSYCH_05,2,Partial - Generic personalization notice without specifics
AR_PSYCH_05,3,No - No disclosure of AI influence mechanisms
AR_PSYCH_05,4,Not Applicable
AR_COGDEC_01,1,Yes - Baseline assessments completed with validated measurement methodology
AR_COGDEC_01,2,Partial - Informal skill tracking but no formal baseline
AR_COGDEC_01,3,No - No pre-deployment competency measurement
AR_COGDEC_01,4,Not Applicable
AR_COGDEC_02,1,Yes - Mandatory skill practice programs with enforcement and tracking
AR_COGDEC_02,2,Partial - Voluntary training available but not enforced
AR_COGDEC_02,3,No - No skill maintenance requirements
AR_COGDEC_02,4,Not Applicable - No safety-critical roles
AR_COGDEC_03,1,Yes - Regular cognitive assessments with longitudinal trend analysis
AR_COGDEC_03,2,Partial - Periodic assessments but no trend tracking
AR_COGDEC_03,3,No - No cognitive performance monitoring
AR_COGDEC_03,4,Not Applicable
AR_COGDEC_04,1,Yes - System designed with over-reliance prevention features
AR_COGDEC_04,2,Partial - Some engagement features but full automation available
AR_COGDEC_04,3,No - System maximizes automation without engagement safeguards
AR_COGDEC_04,4,Not Applicable
AR_COGDEC_05,1,Yes - Thresholds defined with funded remediation programs
AR_COGDEC_05,2,Partial - Informal interventions but no systematic protocol
AR_COGDEC_05,3,No - No intervention process for detected decline
AR_COGDEC_05,4,Not Applicable
AR_MOTIV_01,1,Yes - Baseline motivation measured with validated instruments
AR_MOTIV_01,2,Partial - General satisfaction surveys but not motivation-specific
AR_MOTIV_01,3,No - No pre-deployment motivation measurement
AR_MOTIV_01,4,Not Applicable
AR_MOTIV_02,1,Yes - Work redesigned to preserve meaningful tasks
AR_MOTIV_02,2,Partial - Some consideration but systematic redesign incomplete
AR_MOTIV_02,3,No - AI automates all automatable work regardless of meaning
AR_MOTIV_02,4,Not Applicable
AR_MOTIV_03,1,Yes - Employees retain decision authority with AI as advisor
AR_MOTIV_03,2,Partial - Limited override ability or discouraged in practice
AR_MOTIV_03,3,No - AI makes binding decisions without employee input
AR_MOTIV_03,4,Not Applicable
AR_MOTIV_04,1,Yes - Individual quality metrics tracked with decline triggers
AR_MOTIV_04,2,Partial - Team-level quality tracked but not individual
AR_MOTIV_04,3,No - Only AI output quality measured
AR_MOTIV_04,4,Not Applicable
AR_MOTIV_05,1,Yes - Initiative metrics tracked with trend analysis
AR_MOTIV_05,2,Partial - Informal observation but no systematic tracking
AR_MOTIV_05,3,No - No monitoring of employee initiative
AR_MOTIV_05,4,Not Applicable
AR_MOTIV_06,1,Yes - Roles redefined with clear value proposition and career paths
AR_MOTIV_06,2,Partial - General communication but no systematic role redesign
AR_MOTIV_06,3,No - No professional identity support post-AI deployment
AR_MOTIV_06,4,Not Applicable
AR_MOTIV_07,1,Yes - Creative contribution tracked with AI reliance metrics
AR_MOTIV_07,2,Partial - Output tracked but not originality or AI dependence
AR_MOTIV_07,3,No - No monitoring of creative effort changes
AR_MOTIV_07,4,Not Applicable
AR_MOTIV_08,1,Yes - Learning opportunities defined with challenging work available
AR_MOTIV_08,2,Partial - Some development but limited challenging assignments
AR_MOTIV_08,3,No - AI handles complex work leaving only routine tasks
AR_MOTIV_08,4,Not Applicable
AR_MOTIV_09,1,Yes - Exit data analyzed for AI-related motivation issues
AR_MOTIV_09,2,Partial - General exit interviews but no AI-specific analysis
AR_MOTIV_09,3,No - No systematic turnover analysis for AI impact
AR_MOTIV_09,4,Not Applicable
AR_MOTIV_10,1,Yes - Thresholds defined with funded intervention protocols
AR_MOTIV_10,2,Partial - Informal responses but no systematic intervention
AR_MOTIV_10,3,No - No intervention process for motivation decline
AR_MOTIV_10,4,Not Applicable
AR_DEPR_01,1,Yes - Clinical baseline with validated instruments and oversight
AR_DEPR_01,2,Partial - General wellbeing surveys but not clinical screening
AR_DEPR_01,3,No - No mental health baseline measurement
AR_DEPR_01,4,Not Applicable
AR_DEPR_02,1,Yes - Risk factors monitored with clinical referral protocols
AR_DEPR_02,2,Partial - Informal observation but no systematic monitoring
AR_DEPR_02,3,No - No depression risk factor tracking
AR_DEPR_02,4,Not Applicable
AR_DEPR_03,1,Yes - Professional mental health resources immediately accessible
AR_DEPR_03,2,Partial - EAP exists but not AI-issue specific
AR_DEPR_03,3,No - No professional mental health support available
AR_DEPR_03,4,Not Applicable
AR_DEPR_04,1,Yes - Algorithms evaluated and modified for mental health protection
AR_DEPR_04,2,Partial - Some content moderation but no systematic evaluation
AR_DEPR_04,3,No - No mental health impact assessment of algorithms
AR_DEPR_04,4,Not Applicable
AR_DEPR_05,1,Yes - Crisis protocols with immediate clinical intervention
AR_DEPR_05,2,Partial - Flagging exists but no immediate clinical response
AR_DEPR_05,3,No - No crisis intervention protocols
AR_DEPR_05,4,Not Applicable - AI does not detect mental health data
AR_DEPEND_01,1,Yes - Baseline self-efficacy measured with validated instruments
AR_DEPEND_01,2,Partial - Informal confidence assessment but not systematic
AR_DEPEND_01,3,No - No pre-deployment confidence measurement
AR_DEPEND_01,4,Not Applicable
AR_DEPEND_02,1,Yes - Manual procedures documented with regular practice
AR_DEPEND_02,2,Partial - Procedures exist but not regularly practiced
AR_DEPEND_02,3,No - No fallback procedures or capability maintained
AR_DEPEND_02,4,Not Applicable
AR_DEPEND_03,1,Yes - Dependency indicators monitored with intervention thresholds
AR_DEPEND_03,2,Partial - Informal observation but no systematic tracking
AR_DEPEND_03,3,No - No dependency indicator monitoring
AR_DEPEND_03,4,Not Applicable
AR_DEPEND_04,1,Yes - Mandatory AI-free periods with enforced practice
AR_DEPEND_04,2,Partial - Encouraged but not required
AR_DEPEND_04,3,No - AI always available without restriction
AR_DEPEND_04,4,Not Applicable
AR_DEPEND_05,1,Yes - Intervention protocols defined with funded programs
AR_DEPEND_05,2,Partial - Informal coaching but no systematic intervention
AR_DEPEND_05,3,No - No intervention process for excessive dependency
AR_DEPEND_05,4,Not Applicable
AR_HIRE_01,1,Yes - Job descriptions redesigned post-AI impact assessment
AR_HIRE_01,2,Partial - Some updates but not systematic redesign
AR_HIRE_01,3,No - Using pre-AI job descriptions
AR_HIRE_01,4,Not Applicable
AR_HIRE_02,1,Yes - Assessments evaluate AI-era competencies
AR_HIRE_02,2,Partial - Some AI considerations but traditional focus remains
AR_HIRE_02,3,No - Using pre-AI assessment methods
AR_HIRE_02,4,Not Applicable
AR_HIRE_03,1,Yes - Entry-level roles redesigned with alternative learning paths
AR_HIRE_03,2,Partial - Acknowledged but no systematic redesign
AR_HIRE_03,3,No - Traditional entry-level hiring continues despite automation
AR_HIRE_03,4,Not Applicable
AR_HIRE_04,1,Yes - Training programs updated for AI-augmented workflows
AR_HIRE_04,2,Partial - Some updates but core curriculum unchanged
AR_HIRE_04,3,No - Training programs designed for pre-AI workflows
AR_HIRE_04,4,Not Applicable
AR_HIRE_05,1,Yes - Continuous learning infrastructure with protected time and budget
AR_HIRE_05,2,Partial - Some ongoing training but not systematic
AR_HIRE_05,3,No - Training treated as one-time event
AR_HIRE_05,4,Not Applicable
AR_CAREER_01,1,Yes - Career paths redesigned with alternative expertise development
AR_CAREER_01,2,Partial - Acknowledged but partnership criteria unchanged
AR_CAREER_01,3,No - Traditional progression model maintained despite automation
AR_CAREER_01,4,Not Applicable
AR_CAREER_02,1,Yes - Alternative economic model developed and tested
AR_CAREER_02,2,Partial - Exploring alternatives but no implementation plan
AR_CAREER_02,3,No - Billable hour model maintained without revision
AR_CAREER_02,4,Not Applicable
AR_CAREER_03,1,Yes - Turnover tracked with AI-related career path analysis
AR_CAREER_03,2,Partial - General exit interviews but no AI-specific analysis
AR_CAREER_03,3,No - No turnover analysis for career path concerns
AR_CAREER_03,4,Not Applicable
AR_CAREER_04,1,Yes - Mentorship redesigned with alternative interaction mechanisms
AR_CAREER_04,2,Partial - Some adaptations but traditional model assumed
AR_CAREER_04,3,No - Mentorship model unchanged despite automation
AR_CAREER_04,4,Not Applicable
AR_CAREER_05,1,Yes - Professional value proposition clearly articulated and communicated
AR_CAREER_05,2,Partial - Informal discussions but no systematic communication
AR_CAREER_05,3,No - No redefined professional identity for AI era
AR_CAREER_05,4,Not Applicable
AR_PROCESS_01,1,Yes - Processes redesigned before AI automation
AR_PROCESS_01,2,Partial - Some optimization but not systematic redesign
AR_PROCESS_01,3,No - Automating existing processes without redesign
AR_PROCESS_01,4,Not Applicable
AR_PROCESS_02,1,Yes - Decision authority explicitly allocated with documentation
AR_PROCESS_02,2,Partial - Informal understanding but not documented
AR_PROCESS_02,3,No - Decision authority allocation unclear
AR_PROCESS_02,4,Not Applicable
AR_PROCESS_03,1,Yes - Exception protocols documented with tested escalation paths
AR_PROCESS_03,2,Partial - Informal escalation but no systematic protocol
AR_PROCESS_03,3,No - No exception handling defined
AR_PROCESS_03,4,Not Applicable
AR_PROCESS_04,1,Yes - QA protocols with sampling and feedback loops
AR_PROCESS_04,2,Partial - Some QA but no systematic approach
AR_PROCESS_04,3,No - No AI output quality assurance
AR_PROCESS_04,4,Not Applicable
AR_PROCESS_05,1,Yes - Approval workflows optimized for AI speed
AR_PROCESS_05,2,Partial - Some streamlining but significant delays remain
AR_PROCESS_05,3,No - Pre-AI approval processes unchanged
AR_PROCESS_05,4,Not Applicable
AR_PROCESS_06,1,Yes - Documentation fully updated for hybrid workflows
AR_PROCESS_06,2,Partial - Some updates but comprehensive revision incomplete
AR_PROCESS_06,3,No - Documentation reflects pre-AI processes
AR_PROCESS_06,4,Not Applicable
AR_PROCESS_07,1,Yes - Change management for continuous AI-driven process evolution
AR_PROCESS_07,2,Partial - Ad hoc process changes but no systematic governance
AR_PROCESS_07,3,No - Treating AI as one-time change event
AR_PROCESS_07,4,Not Applicable
AR_PROCESS_08,1,Yes - Audit trails comprehensive for hybrid workflows
AR_PROCESS_08,2,Partial - Some logging but gaps in AI decision capture
AR_PROCESS_08,3,No - Audit systems designed for human-only processes
AR_PROCESS_08,4,Not Applicable
AR_PROCESS_09,1,"Yes - Balanced metrics across efficiency, quality, and satisfaction"
AR_PROCESS_09,2,Partial - Some metrics but focus primarily on efficiency
AR_PROCESS_09,3,No - Measuring only speed and cost metrics
AR_PROCESS_09,4,Not Applicable
AR_PROCESS_10,1,Yes - Systematic continuous improvement with data-driven optimization
AR_PROCESS_10,2,Partial - Informal improvements but no systematic process
AR_PROCESS_10,3,No - Static processes after AI deployment
AR_PROCESS_10,4,Not Applicable
AR_INST_01,1,Yes - Knowledge inventory completed with IP assessment
AR_INST_01,2,Partial - Some awareness but no systematic inventory
AR_INST_01,3,No - No knowledge transfer assessment before AI training
AR_INST_01,4,Not Applicable
AR_INST_02,1,Yes - Institution owns trained models with extraction rights
AR_INST_02,2,Partial - Ownership negotiated but extraction unclear
AR_INST_02,3,No - Vendor owns trained models and embedded knowledge
AR_INST_02,4,Not Applicable
AR_INST_03,1,Yes - Knowledge independently documented with recovery procedures
AR_INST_03,2,Partial - Some documentation but gaps in coverage
AR_INST_03,3,No - Knowledge exists only in AI systems
AR_INST_03,4,Not Applicable
AR_INST_04,1,Yes - Recovery procedures documented and tested
AR_INST_04,2,Partial - Exit strategy exists but not tested
AR_INST_04,3,No - No knowledge extraction or recovery capability
