QID,Question_Group
AR_MOTIV_02,"Question Group 047: Designing and mandating enterprise-wide AI literacy, policy awareness training, and role-specific competency assessments for internal employees and third-party contractors."
AR_MOTIV_03,"Question Group 009: Architecting Human-in-the-Loop (HITL), Human-on-the-Loop (HOTL), and Human-in-Command (HIC) mechanisms across automated and semi-automated AI decision pipelines."
AR_MOTIV_04,"Question Group 015: Configuring continuous live monitoring for model drift, concept drift, reasoning drift, and automated business-logic anomalies (pricing, margin erosion)."
AR_MOTIV_05,"Question Group 015: Configuring continuous live monitoring for model drift, concept drift, reasoning drift, and automated business-logic anomalies (pricing, margin erosion)."
AR_MOTIV_06,"Question Group 047: Designing and mandating enterprise-wide AI literacy, policy awareness training, and role-specific competency assessments for internal employees and third-party contractors."
AR_MOTIV_07,"Question Group 015: Configuring continuous live monitoring for model drift, concept drift, reasoning drift, and automated business-logic anomalies (pricing, margin erosion)."
AR_MOTIV_08,"Question Group 047: Designing and mandating enterprise-wide AI literacy, policy awareness training, and role-specific competency assessments for internal employees and third-party contractors."
AR_MOTIV_09,"Question Group 047: Designing and mandating enterprise-wide AI literacy, policy awareness training, and role-specific competency assessments for internal employees and third-party contractors."
AR_MOTIV_10,"Question Group 047: Designing and mandating enterprise-wide AI literacy, policy awareness training, and role-specific competency assessments for internal employees and third-party contractors."
AR_DEPR_01,"Question Group 047: Designing and mandating enterprise-wide AI literacy, policy awareness training, and role-specific competency assessments for internal employees and third-party contractors."
AR_DEPR_02,"Question Group 015: Configuring continuous live monitoring for model drift, concept drift, reasoning drift, and automated business-logic anomalies (pricing, margin erosion)."
AR_DEPR_03,"Question Group 047: Designing and mandating enterprise-wide AI literacy, policy awareness training, and role-specific competency assessments for internal employees and third-party contractors."
AR_DEPR_04,"Question Group 005: Defining formal intended use cases, establishing out-of-scope boundaries, and executing tiered, multidimensional AI Impact Assessments (AIIA) across the lifecycle."
AR_DEPR_05,"Question Group 022: Executing AI software incident playbooks, severity escalations, and mandatory regulatory reporting."
AR_DEPEND_01,"Question Group 047: Designing and mandating enterprise-wide AI literacy, policy awareness training, and role-specific competency assessments for internal employees and third-party contractors."
AR_DEPEND_02,"Question Group 022: Executing AI software incident playbooks, severity escalations, and mandatory regulatory reporting."
AR_DEPEND_03,"Question Group 015: Configuring continuous live monitoring for model drift, concept drift, reasoning drift, and automated business-logic anomalies (pricing, margin erosion)."
AR_DEPEND_04,"Question Group 009: Architecting Human-in-the-Loop (HITL), Human-on-the-Loop (HOTL), and Human-in-Command (HIC) mechanisms across automated and semi-automated AI decision pipelines."
AR_DEPEND_05,"Question Group 047: Designing and mandating enterprise-wide AI literacy, policy awareness training, and role-specific competency assessments for internal employees and third-party contractors."
AR_HIRE_01,"Question Group 047: Designing and mandating enterprise-wide AI literacy, policy awareness training, and role-specific competency assessments for internal employees and third-party contractors."
AR_HIRE_02,"Question Group 047: Designing and mandating enterprise-wide AI literacy, policy awareness training, and role-specific competency assessments for internal employees and third-party contractors."
AR_HIRE_03,"Question Group 047: Designing and mandating enterprise-wide AI literacy, policy awareness training, and role-specific competency assessments for internal employees and third-party contractors."
AR_HIRE_04,"Question Group 047: Designing and mandating enterprise-wide AI literacy, policy awareness training, and role-specific competency assessments for internal employees and third-party contractors."
AR_HIRE_05,"Question Group 047: Designing and mandating enterprise-wide AI literacy, policy awareness training, and role-specific competency assessments for internal employees and third-party contractors."
AR_CAREER_01,"Question Group 047: Designing and mandating enterprise-wide AI literacy, policy awareness training, and role-specific competency assessments for internal employees and third-party contractors."
AR_CAREER_02,"Question Group 006: Quantifying residual AI risk, maintaining dynamic risk dashboards, and formally integrating outcomes into Enterprise Risk Management (ERM) registers and corporate liability insurance."
AR_CAREER_03,"Question Group 047: Designing and mandating enterprise-wide AI literacy, policy awareness training, and role-specific competency assessments for internal employees and third-party contractors."
AR_CAREER_04,"Question Group 047: Designing and mandating enterprise-wide AI literacy, policy awareness training, and role-specific competency assessments for internal employees and third-party contractors."
AR_CAREER_05,"Question Group 047: Designing and mandating enterprise-wide AI literacy, policy awareness training, and role-specific competency assessments for internal employees and third-party contractors."
AR_PROCESS_01,"Question Group 007: Architecting secure MLOps pipelines, enforcing automated lifecycle stage-gates, and executing rigorous IT change management and release validation protocols."
AR_PROCESS_02,"Question Group 009: Architecting Human-in-the-Loop (HITL), Human-on-the-Loop (HOTL), and Human-in-Command (HIC) mechanisms across automated and semi-automated AI decision pipelines."
AR_PROCESS_03,"Question Group 022: Executing AI software incident playbooks, severity escalations, and mandatory regulatory reporting."
AR_PROCESS_04,"Question Group 014: Executing structurally independent, cross-functional validation, formal challenge, and pre-deployment stress-testing of AI models."
AR_PROCESS_05,"Question Group 007: Architecting secure MLOps pipelines, enforcing automated lifecycle stage-gates, and executing rigorous IT change management and release validation protocols."
AR_PROCESS_06,"Question Group 008: Governing the master AI system inventory, compliance records, version histories, and regulated record retention."
AR_PROCESS_07,"Question Group 007: Architecting secure MLOps pipelines, enforcing automated lifecycle stage-gates, and executing rigorous IT change management and release validation protocols."
AR_PROCESS_08,"Question Group 008: Governing the master AI system inventory, compliance records, version histories, and regulated record retention."
AR_PROCESS_09,"Question Group 015: Configuring continuous live monitoring for model drift, concept drift, reasoning drift, and automated business-logic anomalies (pricing, margin erosion)."
AR_PROCESS_10,"Question Group 015: Configuring continuous live monitoring for model drift, concept drift, reasoning drift, and automated business-logic anomalies (pricing, margin erosion)."
AR_INST_01,"Question Group 008: Governing the master AI system inventory, compliance records, version histories, and regulated record retention."
AR_INST_02,"Question Group 011: Conducting third-party AI vendor risk assessments, validating security certifications, and enforcing contractual AI governance obligations."
AR_INST_03,"Question Group 008: Governing the master AI system inventory, compliance records, version histories, and regulated record retention."
AR_INST_04,"Question Group 022: Executing AI software incident playbooks, severity escalations, and mandatory regulatory reporting."
AR_INST_05,"Question Group 006: Quantifying residual AI risk, maintaining dynamic risk dashboards, and formally integrating outcomes into Enterprise Risk Management (ERM) registers and corporate liability insurance."
